molecule_chembl_id,IC50,Units,SmilesValue,standard type,standard relation,document chembl id,assay description,assay type,activity id,pIC50
CHEMBL5411833,0.01,nM,N#Cc1cncc(COc2cc(OCc3cccc(-c4ccccc4)c3Br)c(Cl)cc2CN2CCCC[C@H]2C(=O)O)c1,IC50,=,CHEMBL5335834,Inhibition of His-tagged PD-1 (unknown origin)/hFc-tagged PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,25522781,11
CHEMBL5412039,12,nM,Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CNCCF)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522855,7.920818754
CHEMBL5412098,32000,nM,COc1c(NCc2ccc(OCc3cccc(C#N)c3)c(CNCCO)c2)cccc1-c1ccccc1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625281,4.494850022
CHEMBL5412235,4.1,nM,CCOC(=O)/C(C#N)=C/c1cccc(C#N)c1,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522857,8.387216143
CHEMBL5412273,390.05,nM,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNC3CC3)cc2Cl)cccc1-c1cccc2c(Oc3cc(OCc4cccc(C#N)c4)c(CNC4CC4)cc3Cl)ncnc12,IC50,=,CHEMBL5335863,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 60 min by HTRF assay,B,25524816,6.408879718
CHEMBL5412751,63.57,nM,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCCC1C(=O)NC(CO)CO,IC50,=,CHEMBL5329225,Inhibition of human PD-1/PDL1 interaction incubated for 1 hr by HTRF assay,B,25497991,7.196747789
CHEMBL5414129,44.78,nM,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN(C)CCO)cc2Cl)cccc1-c1cccc2c(Oc3cc(OCc4cccc(C#N)c4)c(CN(C)CCO)cc3Cl)ncnc12,IC50,=,CHEMBL5335863,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 60 min by HTRF assay,B,25524813,7.348915911
CHEMBL5414215,110,nM,Cc1c(COc2ccc(CN3CCCCC3C(=O)O)cc2F)cccc1-c1ccccc1,IC50,=,CHEMBL5335834,Inhibition of Ig-tagged PD-1 (unknown origin)/His-tagged PD-L1 (unknown origin) protein-protein interaction preincubated with PD-L1 for 15 mins followed by PD-1 addition measured after 15 mins by HTRF assay,B,25522766,6.958607315
CHEMBL5414668,4700,nM,COc1c(COc2ccc(CN3CC(C(=O)O)C3)c(OCc3cncc(C#N)c3)c2)cccc1-c1ccccc1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625318,5.327902142
CHEMBL5414674,2965,nM,COc1ccc(CNCc2cn([C@@H]3O[C@@H]4CO[C@@H](c5ccccc5)O[C@H]4[C@H](O)[C@H]3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538955,5.527975302
CHEMBL5414710,2850,nM,Cc1c(/C=C/n2nnnc2CNCCCCCO)cccc1-c1ccc2c(c1)OCCO2,IC50,=,CHEMBL5385964,Antagonist activity at human PD-1/PD-L1 interaction measured after 1 hr by HTRF assay,B,25717758,5.54515514
CHEMBL5414719,37600,nM,Cc1c(COc2ccc(CNCCO)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1F,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625328,4.424812155
CHEMBL5414835,8.2,nM,C#CCC[C@H](NCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1OCc1ccnc(C#N)c1)C(=O)O,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522839,8.086186148
CHEMBL5415266,23.7,nM,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)nn1,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538941,7.625251654
CHEMBL5415296,17300,nM,COc1c(COc2ccc(CN[C@H](C(=O)O)[C@H](C)O)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625315,4.761953897
CHEMBL5415495,8500,nM,Cc1c(COc2ccc(CNCCO)c(OCc3cncc(C#N)c3)c2)cccc1-c1ccccc1F,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625330,5.070581074
CHEMBL5415863,28.9,nM,Cc1c(OCc2nnc(SCc3cccc(CNCC(=O)O)c3)o2)cccc1-c1ccccc1,IC50,=,CHEMBL5365462,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction by HTRF assay,B,25638431,7.539102157
CHEMBL5416072,1153,nM,COc1ccc(CNCc2cn([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538948,5.938170693
CHEMBL5416096,67.9,nM,O=C(O)[C@@H]1CCN(Cc2cnc3c(N4CCc5c(-c6ccccc6)cccc54)nccc3c2)C1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469914,7.168130226
CHEMBL5416103,2900,nM,COc1c(COc2ccc(CNCCNC(C)=O)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccc2c(c1)OCCO2,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625300,5.537602002
CHEMBL5416482,10.2,nM,Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN(C)CCO)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522849,7.991399828
CHEMBL5416916,1600,nM,COc1c(COc2ccc(CNCCNC(C)=O)c(OCc3cncc(C#N)c3)c2)cccc1-c1ccccc1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625306,5.795880017
CHEMBL5417055,1242,nM,COc1ccc(CNCc2cn([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538957,5.905878404
CHEMBL5417260,15.5,nM,COCCNCc1cnc2c(N3CCc4c(-c5ccc6c(c5)OCCO6)cccc43)ncnc2c1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469918,7.809668302
CHEMBL5417900,163.9,nM,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCc1cn([C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)nn1,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538936,6.785421046
CHEMBL5418394,29.4,nM,Cc1c(OCc2nnc(SCc3cccc(CN4C[C@@H](O)C[C@H]4C(=O)O)c3)o2)cccc1-c1ccccc1,IC50,=,CHEMBL5365462,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction by HTRF assay,B,25638433,7.53165267
CHEMBL5418648,1300,nM,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(C=O)cc2Cl)cccc1-c1ccccc1,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522827,5.886056648
CHEMBL5418851,166.7,nM,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNC3CCCCC3)cc2Cl)cccc1-c1cccc2c(Oc3cc(OCc4cccc(C#N)c4)c(CNC4CCCCC4)cc3Cl)ncnc12,IC50,=,CHEMBL5335863,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 60 min by HTRF assay,B,25524819,6.7780644
CHEMBL5418905,1000000,nM,COc1c(COc2ccc(CNCCNC(C)=O)c(OCc3cncc(C#N)c3)c2)cccc1-c1ccccc1F,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625322,3
CHEMBL5419148,2133000,nM,COc1c(COc2ccc(CN[C@@H](CO)C(=O)O)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1F,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625320,2.671009145
CHEMBL5419267,408,nM,CCNCc1nnnn1/C=C/c1cccc(-c2ccccc2)c1C,IC50,=,CHEMBL5385964,Antagonist activity at human PD-1/PD-L1 interaction measured after 1 hr by HTRF assay,B,25717750,6.389339837
CHEMBL5419313,19200,nM,N#Cc1cccc(COc2cc(OCc3cccc(-c4ccccc4F)c3Cl)ccc2CN2CCC(O)C2)c1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625333,4.716698771
CHEMBL5419331,1.09,nM,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCC(C(=O)NO)C1,IC50,=,CHEMBL5329225,Inhibition of human PD-1/PDL1 interaction incubated for 1 hr by HTRF assay,B,25497994,8.962573502
CHEMBL5419561,33600,nM,N#Cc1cccc(COc2cc(OCc3cccc(-c4ccccc4F)c3Cl)ccc2CN2CC(C(=O)O)C2)c1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625332,4.473660723
CHEMBL5419797,3.7,nM,C#CCOC(=O)NCCCC[C@H](NCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1OCc1ccnc(C#N)c1)C(=O)O,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522840,8.431798276
CHEMBL5420228,11.6,nM,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)NC3CCN(C(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2Cl)cccc1-c1ccccc1,IC50,=,CHEMBL5346977,Inhibition of GST-tagged PD-1 (unknown origin)/His-tagged PD-L1 (unknown origin) interaction by HTRF binding assay relative to control,B,25573172,7.935542011
CHEMBL5420385,0.55,nM,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCC(C(=O)NCCO)CC1,IC50,=,CHEMBL5329225,Inhibition of human PD-1/PDL1 interaction incubated for 1 hr by HTRF assay,B,25498005,9.259637311
CHEMBL5420426,800,nM,COc1c(COc2ccc(CNCCO)c(OCc3cncc(C#N)c3)c2)cccc1-c1ccccc1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625317,6.096910013
CHEMBL5420556,47.18,nM,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNC(CO)CO)cc2Cl)cccc1-c1cccc2c(Oc3cc(OCc4cccc(C#N)c4)c(CNC(CO)CO)cc3Cl)ncnc12,IC50,=,CHEMBL5335863,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 60 min by HTRF assay,B,25524806,7.326242063
CHEMBL5420691,7.2,nM,OCCNCc1cnc2c(N3CCc4c(-c5ccc6c(c5)OCCO6)cccc43)ncnc2c1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469916,8.142667504
CHEMBL5421529,1130,nM,Cc1c(/C=C/n2nnnc2CNCCCCO)cccc1-c1ccc2c(c1)OCCO2,IC50,=,CHEMBL5385964,Antagonist activity at human PD-1/PD-L1 interaction measured after 1 hr by HTRF assay,B,25717759,5.946921557
CHEMBL5421914,44.4,nM,CC(C)(CO)NCc1cnc2c(N3CCc4c(-c5ccccc5)cccc43)nccc2c1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469913,7.35261703
CHEMBL5421944,128.1,nM,c1ccc(-c2cccc3c2CCN3c2nccc3cc(CNC4CCOCC4)cnc23)cc1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469899,6.89245087
CHEMBL5421985,3.9,nM,CC(=O)NCCNCc1cnc2c(N3CCc4c(-c5ccccc5)cccc43)ncnc2c1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469895,8.408935393
CHEMBL5422306,1779,nM,COc1ccc(CNCc2cn([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538949,5.749824052
CHEMBL5422336,1290,nM,Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN3CCCC[C@H]3C(=O)OCCF)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522854,5.88941029
CHEMBL5422897,80.5,nM,O=C(O)[C@H]1CCN(Cc2cnc3c(N4CCc5c(-c6ccccc6)cccc54)nccc3c2)C1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469915,7.09420412
CHEMBL5423144,98.9,nM,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCc1cn([C@@H]2OC[C@@H](O)[C@@H](O)[C@H]2O)nn1,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538939,7.004803708
CHEMBL5423522,23300,nM,COc1c(COc2ccc(CNCCNC(C)=O)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625293,4.632644079
CHEMBL5423533,0.001,nM,N#Cc1cc(COc2cc(OCc3cccc(-c4ccc5c(c4)OCCO5)c3Br)c(Cl)cc2CN2CCCC[C@H]2C(=O)O)ccn1,IC50,=,CHEMBL5335834,Inhibition of His-tagged PD-1 (unknown origin)/hFc-tagged PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,25522782,12
CHEMBL5423631,55.49,nM,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CC[C@H](O)C3)cc2Cl)cccc1-c1cccc2c(Oc3cc(OCc4cccc(C#N)c4)c(CN4CC[C@H](O)C4)cc3Cl)ncnc12,IC50,=,CHEMBL5335863,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 60 min by HTRF assay,B,25524821,7.255785275
CHEMBL5423998,9.6,nM,Cn1nc(Nc2cccc(-c3ccc4c(c3)OCCO4)c2Cl)c2ncc(CN[C@H](CO)C(=O)O)cc21,IC50,=,CHEMBL5346977,Inhibition of PD-1 (unknown origin)/PD-L1 (unknown origin) interaction by HTRF binding assay,B,25573281,8.017728767
CHEMBL5424181,1800,nM,Cc1c(/C=C/n2nnnc2C(C)NCCCO)cccc1-c1ccccc1,IC50,=,CHEMBL5385964,Antagonist activity at human PD-1/PD-L1 interaction measured after 1 hr by HTRF assay,B,25717751,5.744727495
CHEMBL5424368,37.68,nM,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNCCO)cc2Cl)cccc1-c1cccc2c(Oc3cc(OCc4cccc(C#N)c4)c(CNCCO)cc3Cl)ncnc12,IC50,=,CHEMBL5335863,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 60 min by HTRF assay,B,25524805,7.423889106
CHEMBL5424496,46.17,nM,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CC[C@@H](O)C3)cc2Cl)cccc1-c1cccc2c(Oc3cc(OCc4cccc(C#N)c4)c(CN4CC[C@@H](O)C4)cc3Cl)ncnc12,IC50,=,CHEMBL5335863,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 60 min by HTRF assay,B,25524820,7.335640125
CHEMBL5424608,109.7,nM,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCc1cn([C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)nn1,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538937,6.959793372
CHEMBL5424701,11300,nM,COc1c(COc2ccc(CNCCNC(C)=O)c(OCc3cccc(F)c3)c2)cccc1-c1ccccc1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625301,4.946921557
CHEMBL5424812,82.5,nM,Cc1c(OCc2nnc(SCc3cccc(CN4CCCCC4C(=O)O)c3)o2)cccc1-c1ccccc1,IC50,=,CHEMBL5365462,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction by HTRF assay,B,25638437,7.083546051
CHEMBL5424841,2259,nM,COc1ccc(CNCc2cn([C@@H]3OC[C@@H](O)[C@@H](O)[C@H]3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538951,5.646083769
CHEMBL5424869,7.7,nM,Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CNCCO)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522836,8.113509275
CHEMBL5424916,12,nM,Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN3CCOC3CF)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522853,7.920818754
CHEMBL5425365,130400,nM,N#Cc1cccc(COc2cc(OCc3cccc(-c4ccccc4F)c3F)ccc2CNCCO)c1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625337,3.884722409
CHEMBL5425398,31.5,nM,NS(=O)(=O)NCCNCc1cnc2c(N3CCc4c(-c5ccc6c(c5)OCCO6)cccc43)ncnc2c1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469920,7.501689446
CHEMBL5425865,6.1,nM,Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN[C@H](CO)C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522834,8.214670165
CHEMBL5425878,29.2,nM,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538958,7.534617149
CHEMBL5425908,1092.4,nM,COc1ccc(CNCc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538953,5.961618309
CHEMBL5426047,14.1,nM,CC(C)(CO)NCc1cnc2c(N3CCc4c(-c5ccc6c(c5)OCCO6)cccc43)ncnc2c1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469919,7.850780887
CHEMBL5426080,177.5,nM,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCc1cn([C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)nn1,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538938,6.750801643
CHEMBL5426313,84.5,nM,CC(=O)NCCNCc1cnc2c(N3CCc4c(-c5ccccc5)cccc43)nccc2c1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469898,7.073143291
CHEMBL5426397,173.9,nM,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCc1cn([C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)nn1,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538935,6.759700418
CHEMBL5426426,16,nM,Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN(C)CCO)cc2Cl)cccc1-n1cccc1,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522852,7.795880017
CHEMBL5426450,111.99,nM,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CNC3CCCC3)cc2Cl)cccc1-c1cccc2c(Oc3cc(OCc4cccc(C#N)c4)c(CNC4CCCC4)cc3Cl)ncnc12,IC50,=,CHEMBL5335863,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 60 min by HTRF assay,B,25524818,6.950820755
CHEMBL5426806,13700,nM,COc1cc(COc2cc(OCc3cccc(-c4ccccc4)c3OC)ccc2CNCCNC(C)=O)ccn1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625307,4.863279433
CHEMBL5426840,45.2,nM,CC(C)OC(=O)[C@H](CO)NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccnc1,IC50,=,CHEMBL5385973,Inhibition of PD-1 (unknown origin)/PD-L1 (unknown origin) interaction by HTRF binding assay,B,25719107,7.344861565
CHEMBL5427156,206,nM,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCc1cn([C@@H]2OC[C@@H](O)[C@@H](O)[C@H]2O)nn1,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538927,6.68613278
CHEMBL5427257,0.00008,nM,N#Cc1cc(COc2cc(OCc3cccc(-c4ccccc4)c3Br)c(Cl)cc2CN2CCCC[C@H]2C(=O)O)ccn1,IC50,=,CHEMBL5335834,Inhibition of His-tagged PD-1 (unknown origin)/hFc-tagged PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,25522780,13.09691001
CHEMBL5427285,6200,nM,COc1c(COc2ccc(CN3CCC(O)C3)c(OCc3cncc(C#N)c3)c2)cccc1-c1ccccc1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625319,5.207608311
CHEMBL5427733,0.58,nM,COc1cc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CN1CCCCC1C(=O)O,IC50,=,CHEMBL5329225,Inhibition of human PD-1/PDL1 interaction incubated for 1 hr by HTRF assay,B,25497987,9.236572006
CHEMBL5427820,56.1,nM,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)nn1,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538934,7.251037139
CHEMBL5428988,1756,nM,COc1ccc(CNCc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2)cc1OCc1cccc(-c2ccccc2)c1C,IC50,=,CHEMBL5338801,Inhibition of PD-1/PD-L1 (unknown origin) interaction incubated for 15 mins by HTRF assay,B,25538946,5.755475488
CHEMBL5429040,21.4,nM,OC[C@H]1CCN(Cc2cnc3c(N4CCc5c(-c6ccccc6)cccc54)ncnc3c2)C1,IC50,=,CHEMBL5321280,Inhibition of PD-1/PD-L1 (unknown origin) protein-protein interaction incubated for 105 mins by HTRF assay,B,25469906,7.669586227
CHEMBL5429069,18900,nM,COc1c(COc2ccc(CN3CCC[C@H]3C(=O)O)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625311,4.723538196
CHEMBL5429159,207,nM,Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(C=O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,IC50,=,CHEMBL5335834,Inhibition of PD-1 binding to human PD-L1 by HTRF assay,B,25522828,6.684029655
CHEMBL5429162,42.9,nM,O=C(O)[C@@H](CO)NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccnc1,IC50,=,CHEMBL5728389,"In Vitro Activity Assay: In vitro activity evaluation: Cisbio PD-1/PD-L1 binding assay kit was applied for the detection method of in vitro enzymology level.Screening Principles and Methods of PD-1/PD-L1 Small Molecule Inhibitors1) Principle: PD-1 protein is with HIS tag, and PD-1 ligand PD-L1 is with hFc tag. Eu labeled anti-hFc antibody and XL665 labeled anti-HIS antibody are combined with the above two label proteins respectively. After laser excitation, energy can be transferred from donor Eu to receptor XL665, allowing XL665 to glow. After adding inhibitors (compounds or antibodies), blocking the binding of PD-1 and PD-L1 makes the distance between Eu and XL665 far away, the energy can not be transferred, and XL665 does not glow.2) Experimental method: The specific method can be referred to Cisbio's PD-1/PD-L1 Kit (item 64CUS000C-2). Reagents should be dispensed in the following order. For 384-well white ELISA plate, 2 ?l of diluent or target compound diluted with diluent was added to each well, and then 4 ?l of PD-1 protein and 4 ?l of PD-L1 protein were added per well, incubated for 15 min at room temperature; and 10 ?l of a mixture of anti-Tag1-Eu3+ and anti-Tag2-XL665 was added per well and incubated for 1 h to 4 h at room temperature and the fluorescence signals at 665 nm and 620 nm were measured with an Envison instrument. HTRF rate=(665 nm/620 nm)*104. 8-10 concentrations were detected for each compound and IC50 was calculated by Graphpad software.",B,28307951,7.367542708
CHEMBL5429456,416800,nM,COc1c(COc2ccc(CNCCO)c(OCc3cncc(C#N)c3)c2)cccc1-c1ccccc1F,IC50,=,CHEMBL5360625,Inhibition of PD-1/PD-L1 interaction (unknown origin) incubated for 1 hr by HTRF assay,B,25625323,3.38007229
